user_id,rank,movie_id,title,genres,similarity
39,3,36,Dead Man Walking (1995),Crime|Drama,0.21938980319333268
39,4,48,Pocahontas (1995),Animation|Children|Drama|Musical|Romance,0.21908478117340346
39,5,28,Persuasion (1995),Drama|Romance,0.21367234649319022
39,6,2,Jumanji (1995),Adventure|Children|Fantasy,0.19200591231564101
39,7,49,When Night Is Falling (1995),Drama|Romance,0.1879388538197424
39,8,42,Dead Presidents (1995),Action|Crime|Drama,0.16266798208462596
39,9,6,Heat (1995),Action|Crime|Thriller,0.14504194151431793
39,10,37,,,0.14138149640228892
40,1,45,To Die For (1995),Comedy|Drama|Thriller,0.2921177404038081
40,2,9,Sudden Death (1995),Action,0.23553926506971956
40,3,8,Tom and Huck (1995),Adventure|Children,0.22117842465342452
40,4,31,Dangerous Minds (1995),Drama,0.20249294949454288
40,5,10,GoldenEye (1995),Action|Adventure|Thriller,0.19733324543644226
40,6,29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",Adventure|Drama|Fantasy|Mystery|Sci-Fi,0.17782051960204126
40,7,16,Casino (1995),Crime|Drama,0.16877823519980517
40,8,12,Dracula: Dead and Loving It (1995),Comedy|Horror,0.1335333470843989
40,9,5,Father of the Bride Part II (1995),Comedy,0.11519751274969325
40,10,14,Nixon (1995),Drama,0.1079624066977285
41,1,21,Get Shorty (1995),Comedy|Crime|Thriller,0.32905609578023176
41,2,34,Babe (1995),Children|Drama,0.20777759731598888
41,3,26,Othello (1995),Drama,0.20302229901516977
41,4,37,,,0.19330343329282518
41,5,22,Copycat (1995),Crime|Drama|Horror|Mystery|Thriller,0.18516050876307788
41,6,9,Sudden Death (1995),Action,0.18293172061300023
41,7,7,Sabrina (1995),Comedy|Romance,0.17850775108934624
41,8,41,Richard III (1995),Drama|War,0.1631569189361728
41,9,36,Dead Man Walking (1995),Crime|Drama,0.14906050985799935
41,10,43,Restoration (1995),Drama,0.14117959233876465
42,1,14,Nixon (1995),Drama,0.26304036570788625
42,2,18,Four Rooms (1995),Comedy,0.2507529453784134
42,3,46,How to Make an American Quilt (1995),Drama|Romance,0.18882225911569095
42,4,41,Richard III (1995),Drama|War,0.18274840752293497
42,5,48,Pocahontas (1995),Animation|Children|Drama|Musical|Romance,0.16584144545209745
42,6,43,Restoration (1995),Drama,0.1657794377140226
42,7,38,It Takes Two (1995),Children|Comedy,0.105101350825619
42,8,9,Sudden Death (1995),Action,0.09531702014555121
42,9,39,Clueless (1995),Comedy|Romance,0.07606560916941629
42,10,20,Money Train (1995),Action|Comedy|Crime|Drama|Thriller,0.07470105233404134
43,1,2,Jumanji (1995),Adventure|Children|Fantasy,0.26757497711253
43,2,22,Copycat (1995),Crime|Drama|Horror|Mystery|Thriller,0.1871512525019161
43,3,34,Babe (1995),Children|Drama,0.1780215694383549
43,4,42,Dead Presidents (1995),Action|Crime|Drama,0.16863644133991884
43,5,44,Mortal Kombat (1995),Action|Adventure|Fantasy,0.16164488987157055
43,6,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,0.1585338928151927
43,7,17,Sense and Sensibility (1995),Drama|Romance,0.14641322187023653
43,8,37,,,0.13988584577273144
43,9,38,It Takes Two (1995),Children|Comedy,0.13574573638775256
43,10,9,Sudden Death (1995),Action,0.13447999964999668
44,1,25,Leaving Las Vegas (1995),Drama|Romance,0.39015422677364553
44,2,50,"Usual Suspects, The (1995)",Crime|Mystery|Thriller,0.21403853597917477
44,3,43,Restoration (1995),Drama,0.20537371655649816
44,4,48,Pocahontas (1995),Animation|Children|Drama|Musical|Romance,0.15865565301280982
44,5,35,,,0.15449567692567534
44,6,15,Cutthroat Island (1995),Action|Adventure|Romance,0.14634269155015056
44,7,40,"Cry, the Beloved Country (1995)",Drama,0.14430944067155116
44,8,41,Richard III (1995),Drama|War,0.135311467439847
44,9,44,Mortal Kombat (1995),Action|Adventure|Fantasy,0.12086123021949935
44,10,16,Casino (1995),Crime|Drama,0.09987265788958244
45,1,15,Cutthroat Island (1995),Action|Adventure|Romance,0.3580873385363118
45,2,12,Dracula: Dead and Loving It (1995),Comedy|Horror,0.2366915865365089
45,3,21,Get Shorty (1995),Comedy|Crime|Thriller,0.22368464129664511
45,4,10,GoldenEye (1995),Action|Adventure|Thriller,0.19323368987946143
45,5,23,Assassins (1995),Action|Crime|Thriller,0.16721452230064926
45,6,16,Casino (1995),Crime|Drama,0.14183675943705543
45,7,33,,,0.13681963027462385
45,8,26,Othello (1995),Drama,0.13101396631216056
45,9,37,,,0.13008691698252628
45,10,22,Copycat (1995),Crime|Drama|Horror|Mystery|Thriller,0.12876495453279513
46,1,23,Assassins (1995),Action|Crime|Thriller,0.29488830189128157
46,2,3,Grumpier Old Men (1995),Comedy|Romance,0.27665588249428175
46,3,9,Sudden Death (1995),Action,0.24643211109154828
46,4,45,To Die For (1995),Comedy|Drama|Thriller,0.23711832590293103
46,5,16,Casino (1995),Crime|Drama,0.21809302747215376
46,6,10,GoldenEye (1995),Action|Adventure|Thriller,0.17956433887907863
46,7,44,Mortal Kombat (1995),Action|Adventure|Fantasy,0.084243036963348
46,8,8,Tom and Huck (1995),Adventure|Children,0.07184711707013658
46,9,19,Ace Ventura: When Nature Calls (1995),Comedy,0.06891592985493855
46,10,35,,,0.06241074949958492
47,1,37,,,0.3490837681154967
47,2,34,Babe (1995),Children|Drama,0.30089245932151243
47,3,42,Dead Presidents (1995),Action|Crime|Drama,0.21099083250143968
47,4,24,Powder (1995),Drama|Sci-Fi,0.18719463574084716
47,5,48,Pocahontas (1995),Animation|Children|Drama|Musical|Romance,0.1824677865791844
47,6,15,Cutthroat Island (1995),Action|Adventure|Romance,0.17535127903330117
47,7,39,Clueless (1995),Comedy|Romance,0.1607042655619353
47,8,36,Dead Man Walking (1995),Crime|Drama,0.15802515683053953
47,9,10,GoldenEye (1995),Action|Adventure|Thriller,0.1365141838664028
47,10,18,Four Rooms (1995),Comedy,0.1159694230451932
48,1,29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",Adventure|Drama|Fantasy|Mystery|Sci-Fi,0.43419863978534845
48,2,40,"Cry, the Beloved Country (1995)",Drama,0.27117027129713733
48,3,45,To Die For (1995),Comedy|Drama|Thriller,0.16608640848705214
48,4,9,Sudden Death (1995),Action,0.08119744541332996
48,5,27,Now and Then (1995),Children|Drama,0.07699860969841033
48,6,14,Nixon (1995),Drama,0.07252134244250441
48,7,2,Jumanji (1995),Adventure|Children|Fantasy,0.06290022845625565
48,8,11,"American President, The (1995)",Comedy|Drama|Romance,0.06236177558890821
48,9,18,Four Rooms (1995),Comedy,0.06160716957466561
48,10,7,Sabrina (1995),Comedy|Romance,0.058808586418466424
49,1,12,Dracula: Dead and Loving It (1995),Comedy|Horror,0.26762710375466425
49,2,19,Ace Ventura: When Nature Calls (1995),Comedy,0.23296220751959706
49,3,14,Nixon (1995),Drama,0.21369938263541188
49,4,32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller,0.21215557085806158
49,5,30,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),Crime|Drama,0.18613940950920027
49,6,21,Get Shorty (1995),Comedy|Crime|Thriller,0.17827682201503592
49,7,8,Tom and Huck (1995),Adventure|Children,0.17447253620519731
49,8,35,,,0.16353800096293536
49,9,38,It Takes Two (1995),Children|Comedy,0.15749956250380648
49,10,2,Jumanji (1995),Adventure|Children|Fantasy,0.14985172215440434
50,1,40,"Cry, the Beloved Country (1995)",Drama,0.5125834039711009
50,2,24,Powder (1995),Drama|Sci-Fi,0.20902348734035492
50,3,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,0.19960670418426307
50,4,37,,,0.19714655629033295
50,5,44,Mortal Kombat (1995),Action|Adventure|Fantasy,0.1663767674700234
50,6,15,Cutthroat Island (1995),Action|Adventure|Romance,0.1350690525141014
50,7,26,Othello (1995),Drama,0.12654294786928444
50,8,47,Seven (a.k.a. Se7en) (1995),Mystery|Thriller,0.10463229971091925
50,9,43,Restoration (1995),Drama,0.08574289904737353
50,10,29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",Adventure|Drama|Fantasy|Mystery|Sci-Fi,0.08421974156536471
